year_,state_,state_po,candidate,party_detailed,candidate_vote
1980,COLORADO,CO,ANDREW PULLEY,SOCIALIST WORKERS,519
1980,COLORADO,CO,GUS HALL,COMMUNIST PARTY USE,487
1980,CONNECTICUT,CT,RONALD REAGAN,REPUBLICAN,677210
1980,CONNECTICUT,CT,JIMMY CARTER,DEMOCRAT,541732
1980,CONNECTICUT,CT,JOHN B. ANDERSON,ANDERSON COALITION,171807
1980,CONNECTICUT,CT,EDWARD ED CLARK,LIBERTARIAN,8570
1980,CONNECTICUT,CT,BARRY COMMONER,CITIZENS,6130
1980,CONNECTICUT,CT,,,836
1980,DELAWARE,DE,RONALD REAGAN,REPUBLICAN,111252
1980,DELAWARE,DE,JIMMY CARTER,DEMOCRAT,105754
1980,DELAWARE,DE,JOHN B. ANDERSON,INDEPENDENT,16288
1980,DELAWARE,DE,EDWARD ED CLARK,LIBERTARIAN,1974
1980,DELAWARE,DE,PERCY L GREAVES JR.,AMERICAN,400
1980,DISTRICT OF COLUMBIA,DC,JIMMY CARTER,DEMOCRAT,130231
1980,DISTRICT OF COLUMBIA,DC,RONALD REAGAN,REPUBLICAN,23313
1980,DISTRICT OF COLUMBIA,DC,JOHN B. ANDERSON,INDEPENDENT,16131
1980,DISTRICT OF COLUMBIA,DC,BARRY COMMONER,CITIZENS,1826
1980,DISTRICT OF COLUMBIA,DC,EDWARD ED CLARK,LIBERTARIAN,1104
1980,DISTRICT OF COLUMBIA,DC,,,690
1980,DISTRICT OF COLUMBIA,DC,GUS HALL,COMMUNIST PARTY USE,369
1980,DISTRICT OF COLUMBIA,DC,CLIFTON DEBERRY,SOCIALIST WORKERS,173
1980,DISTRICT OF COLUMBIA,DC,DEIRDRE GRISWOLD,WORKERS WORLD,52
1980,FLORIDA,FL,RONALD REAGAN,REPUBLICAN,2046951
1980,FLORIDA,FL,JIMMY CARTER,DEMOCRAT,1419475
1980,FLORIDA,FL,JOHN B. ANDERSON,INDEPENDENT,189692
1980,FLORIDA,FL,EDWARD ED CLARK,LIBERTARIAN,30524
1980,FLORIDA,FL,,,285
1980,GEORGIA,GA,JIMMY CARTER,DEMOCRAT,890955
1980,GEORGIA,GA,RONALD REAGAN,REPUBLICAN,654168
1980,GEORGIA,GA,JOHN B. ANDERSON,INDEPENDENT,36055
1980,GEORGIA,GA,EDWARD ED CLARK,LIBERTARIAN,15627
1980,HAWAII,HI,JIMMY CARTER,DEMOCRAT,135879
1980,HAWAII,HI,RONALD REAGAN,REPUBLICAN,130112
1980,HAWAII,HI,JOHN B. ANDERSON,INDEPENDENT,32021
1980,HAWAII,HI,EDWARD ED CLARK,LIBERTARIAN,3269
1980,HAWAII,HI,BARRY COMMONER,CITIZENS,1548
1980,HAWAII,HI,GUS HALL,COMMUNIST PARTY USE,458
1980,IDAHO,ID,RONALD REAGAN,REPUBLICAN,290699
1980,IDAHO,ID,JIMMY CARTER,DEMOCRAT,110192
1980,IDAHO,ID,JOHN B. ANDERSON,INDEPENDENT,27058
1980,IDAHO,ID,EDWARD ED CLARK,LIBERTARIAN,8425
1980,IDAHO,ID,JOHN RARICK,AMERICAN INDEPENDENT PARTY,1057
1980,ILLINOIS,IL,RONALD REAGAN,REPUBLICAN,2358049
1980,ILLINOIS,IL,JIMMY CARTER,DEMOCRAT,1981413
1980,ILLINOIS,IL,JOHN B. ANDERSON,INDEPENDENT,346754
1980,ILLINOIS,IL,EDWARD ED CLARK,LIBERTARIAN,38939
1980,ILLINOIS,IL,BARRY COMMONER,CITIZENS,10692
1980,ILLINOIS,IL,GUS HALL,COMMUNIST PARTY USE,9711
1980,ILLINOIS,IL,DEIRDRE GRISWOLD,WORKERS WORLD,2257
1980,ILLINOIS,IL,CLIFTON DEBERRY,SOCIALIST WORKERS,1302
1980,ILLINOIS,IL,,,604
1980,INDIANA,IN,RONALD REAGAN,REPUBLICAN,1255656
1980,INDIANA,IN,JIMMY CARTER,DEMOCRAT,844197
1980,INDIANA,IN,JOHN B. ANDERSON,INDEPENDENT,111639
1980,INDIANA,IN,EDWARD ED CLARK,LIBERTARIAN,19627
1980,INDIANA,IN,BARRY COMMONER,CITIZENS,4852
1980,INDIANA,IN,PERCY L GREAVES JR.,AMERICAN,4750
1980,INDIANA,IN,GUS HALL,COMMUNIST PARTY USE,702
1980,INDIANA,IN,CLIFTON DEBERRY,SOCIALIST WORKERS,610
1980,IOWA,IA,RONALD REAGAN,REPUBLICAN,676026
1980,IOWA,IA,JIMMY CARTER,DEMOCRAT,508672
1980,IOWA,IA,JOHN B. ANDERSON,NOMINATED BY PETITION,115633
1980,IOWA,IA,EDWARD ED CLARK,LIBERTARIAN,13123
1980,IOWA,IA,BARRY COMMONER,CITIZENS,2273
1980,IOWA,IA,DAVID MCREYNOLDS,SOCIALIST,534
1980,IOWA,IA,,,519
1980,IOWA,IA,GUS HALL,COMMUNIST PARTY USE,298
1980,IOWA,IA,CLIFTON DEBERRY,SOCIALIST WORKERS,244
1980,IOWA,IA,PERCY L GREAVES JR.,AMERICAN,189
1980,IOWA,IA,BENJAMIN BEN BUBAR,STATESMAN,150
1980,KANSAS,KS,RONALD REAGAN,REPUBLICAN,566812
1980,KANSAS,KS,JIMMY CARTER,DEMOCRAT,326150
1980,KANSAS,KS,JOHN B. ANDERSON,INDEPENDENT,68231
1980,KANSAS,KS,EDWARD ED CLARK,LIBERTARIAN,14470
1980,KANSAS,KS,FRANK SHELTON JR.,AMERICAN,1555
1980,KANSAS,KS,GUS HALL,COMMUNIST PARTY USE,967
1980,KANSAS,KS,BENJAMIN BEN BUBAR,STATESMAN,821
1980,KANSAS,KS,JOHN RARICK,AMERICAN INDEPENDENT PARTY,789
1980,KENTUCKY,KY,RONALD REAGAN,REPUBLICAN,635274
1980,KENTUCKY,KY,JIMMY CARTER,DEMOCRAT,617417
1980,KENTUCKY,KY,JOHN B. ANDERSON,INDEPENDENT,31127
1980,KENTUCKY,KY,EDWARD ED CLARK,LIBERTARIAN,5531
1980,KENTUCKY,KY,ELLEN MCCORMACK,RESPECT FOR LIFE,4233
1980,KENTUCKY,KY,BARRY COMMONER,CITIZENS,1304
1980,KENTUCKY,KY,ANDREW PULLEY,SOCIALIST WORKERS,393
1980,KENTUCKY,KY,GUS HALL,COMMUNIST PARTY USE,348
1980,LOUISIANA,LA,RONALD REAGAN,REPUBLICAN,792853
1980,LOUISIANA,LA,JIMMY CARTER,DEMOCRAT,708453
1980,LOUISIANA,LA,JOHN B. ANDERSON,INDEPENDENT,26345
1980,LOUISIANA,LA,JOHN RARICK,AMERICAN INDEPENDENT PARTY,10333
1980,LOUISIANA,LA,EDWARD ED CLARK,LIBERTARIAN,8240
1980,LOUISIANA,LA,BARRY COMMONER,CITIZENS,1584
1980,LOUISIANA,LA,CLIFTON DEBERRY,SOCIALIST WORKERS,783
1980,MAINE,ME,RONALD REAGAN,REPUBLICAN,238522
1980,MAINE,ME,JIMMY CARTER,DEMOCRAT,220974
1980,MAINE,ME,JOHN B. ANDERSON,INDEPENDENT,53327
1980,MAINE,ME,EDWARD ED CLARK,LIBERTARIAN,5119
1980,MAINE,ME,BARRY COMMONER,CITIZENS,4394
1980,MAINE,ME,GUS HALL,COMMUNIST PARTY USE,591
1980,MAINE,ME,,,84
1980,MARYLAND,MD,JIMMY CARTER,DEMOCRAT,726161
1980,MARYLAND,MD,RONALD REAGAN,REPUBLICAN,680606
1980,MARYLAND,MD,JOHN B. ANDERSON,INDEPENDENT,119537
1980,MARYLAND,MD,EDWARD ED CLARK,LIBERTARIAN,14192
1980,MASSACHUSETTS,MA,RONALD REAGAN,REPUBLICAN,1057631
1980,MASSACHUSETTS,MA,JIMMY CARTER,DEMOCRAT,1053802
1980,MASSACHUSETTS,MA,JOHN B. ANDERSON,INDEPENDENT,382539
1980,MASSACHUSETTS,MA,EDWARD ED CLARK,LIBERTARIAN,22038
1980,MASSACHUSETTS,MA,CLIFTON DEBERRY,SOCIALIST WORKERS,3735
1980,MASSACHUSETTS,MA,,,2289
1980,MASSACHUSETTS,MA,BARRY COMMONER,CITIZENS,2056
1980,MICHIGAN,MI,RONALD REAGAN,REPUBLICAN,1915225
1980,MICHIGAN,MI,JIMMY CARTER,DEMOCRAT,1661532
1980,MICHIGAN,MI,JOHN B. ANDERSON,INDEPENDENT,275223
1980,MICHIGAN,MI,EDWARD ED CLARK,LIBERTARIAN,41597
1980,MICHIGAN,MI,BARRY COMMONER,CITIZENS,11930
1980,MICHIGAN,MI,GUS HALL,COMMUNIST PARTY USE,3262
1980,MICHIGAN,MI,,,956
1980,MINNESOTA,MN,JIMMY CARTER,DEMOCRAT,954173
1980,MINNESOTA,MN,RONALD REAGAN,REPUBLICAN,873268
1980,MINNESOTA,MN,JOHN B. ANDERSON,INDEPENDENT,174997
1980,MINNESOTA,MN,EDWARD ED CLARK,LIBERTARIAN,31593
1980,MINNESOTA,MN,BARRY COMMONER,CITIZENS,8406
1980,MINNESOTA,MN,,AMERICAN,6136
1980,MINNESOTA,MN,GUS HALL,COMMUNIST PARTY USE,1117
1980,MINNESOTA,MN,CLIFTON DEBERRY,SOCIALIST WORKERS,711
1980,MINNESOTA,MN,DEIRDRE GRISWOLD,WORKERS WORLD,698
1980,MINNESOTA,MN,DAVID MCREYNOLDS,SOCIALIST,536
1980,MINNESOTA,MN,,,281
1980,MISSISSIPPI,MS,RONALD REAGAN,REPUBLICAN,441089
1980,MISSISSIPPI,MS,JIMMY CARTER,DEMOCRAT,429281
1980,MISSISSIPPI,MS,JOHN B. ANDERSON,INDEPENDENT,12036
1980,MISSISSIPPI,MS,EDWARD ED CLARK,LIBERTARIAN,4702
1980,MISSISSIPPI,MS,DEIRDRE GRISWOLD,WORKERS WORLD,2402
1980,MISSISSIPPI,MS,ANDREW PULLEY,SOCIALIST WORKERS,2240
1980,MISSOURI,MO,RONALD REAGAN,REPUBLICAN,1074181
1980,MISSOURI,MO,JIMMY CARTER,DEMOCRAT,931182
1980,MISSOURI,MO,JOHN B. ANDERSON,INDEPENDENT,77920
1980,MISSOURI,MO,EDWARD ED CLARK,LIBERTARIAN,14422
1980,MISSOURI,MO,CLIFTON DEBERRY,SOCIALIST WORKERS,1515
1980,MISSOURI,MO,,,604
1980,MONTANA,MT,RONALD REAGAN,REPUBLICAN,206814
1980,MONTANA,MT,JIMMY CARTER,DEMOCRAT,118032
1980,MONTANA,MT,JOHN B. ANDERSON,INDEPENDENT,29281
1980,MONTANA,MT,EDWARD ED CLARK,LIBERTARIAN,9825
1980,NEBRASKA,NE,RONALD REAGAN,REPUBLICAN,419214
1980,NEBRASKA,NE,JIMMY CARTER,DEMOCRAT,166424
1980,NEBRASKA,NE,JOHN B. ANDERSON,INDEPENDENT,44854
1980,NEBRASKA,NE,EDWARD ED CLARK,LIBERTARIAN,9041
1980,NEVADA,NV,RONALD REAGAN,REPUBLICAN,155017
1980,NEVADA,NV,JIMMY CARTER,DEMOCRAT,66666
1980,NEVADA,NV,JOHN B. ANDERSON,INDEPENDENT,17651
1980,NEVADA,NV,EDWARD ED CLARK,LIBERTARIAN,4358
1980,NEW HAMPSHIRE,NH,RONALD REAGAN,REPUBLICAN,221705
1980,NEW HAMPSHIRE,NH,JIMMY CARTER,DEMOCRAT,108864
1980,NEW HAMPSHIRE,NH,JOHN B. ANDERSON,INDEPENDENT,49693
1980,NEW HAMPSHIRE,NH,EDWARD ED CLARK,LIBERTARIAN,2064
1980,NEW HAMPSHIRE,NH,BARRY COMMONER,CITIZENS,1320
1980,NEW HAMPSHIRE,NH,GUS HALL,COMMUNIST PARTY USE,129
1980,NEW HAMPSHIRE,NH,DEIRDRE GRISWOLD,WORKERS WORLD,76
1980,NEW HAMPSHIRE,NH,CLIFTON DEBERRY,SOCIALIST WORKERS,71
1980,NEW HAMPSHIRE,NH,,,68
1980,NEW JERSEY,NJ,RONALD REAGAN,REPUBLICAN,1546557
1980,NEW JERSEY,NJ,JIMMY CARTER,DEMOCRAT,1147364
1980,NEW JERSEY,NJ,JOHN B. ANDERSON,INDEPENDENT,234632
1980,NEW JERSEY,NJ,EDWARD ED CLARK,LIBERTARIAN,20652
1980,NEW JERSEY,NJ,BARRY COMMONER,CITIZENS,8203
1980,NEW JERSEY,NJ,ELLEN MCCORMACK,RIGHT-TO-LIFE,3927
1980,NEW JERSEY,NJ,KURT LYNEN,MIDDLE CLASS CANDIDATE,3694
1980,NEW JERSEY,NJ,GUS HALL,COMMUNIST PARTY USE,2555
1980,NEW JERSEY,NJ,ANDREW PULLEY,SOCIALIST WORKERS,2198
1980,NEW JERSEY,NJ,DAVID MCREYNOLDS,SOCIALIST,1973
1980,NEW JERSEY,NJ,WILLIAM BILL GAHRES,DOWN WITH LAWYERS,1718
1980,NEW JERSEY,NJ,DEIRDRE GRISWOLD,WORKERS WORLD,1288
1980,NEW JERSEY,NJ,MARTIN E. WENDELKEN,INDEPENDENT,923
1980,NEW MEXICO,NM,RONALD REAGAN,REPUBLICAN,250779
1980,NEW MEXICO,NM,JIMMY CARTER,DEMOCRAT,167826
1980,NEW MEXICO,NM,JOHN B. ANDERSON,INDEPENDENT,29459
1980,NEW MEXICO,NM,EDWARD ED CLARK,LIBERTARIAN,4365
1980,NEW MEXICO,NM,BARRY COMMONER,CITIZENS,2202
1980,NEW MEXICO,NM,BENJAMIN BEN BUBAR,STATESMAN,1281
1980,NEW MEXICO,NM,ANDREW PULLEY,SOCIALIST WORKERS,325
1980,NEW YORK,NY,JIMMY CARTER,DEMOCRAT,2728372
1980,NEW YORK,NY,RONALD REAGAN,REPUBLICAN,2637700
1980,NEW YORK,NY,JOHN B. ANDERSON,LIBERAL PARTY,467801
1980,NEW YORK,NY,RONALD REAGAN,CONSERVATIVE,256131
1980,NEW YORK,NY,EDWARD ED CLARK,FREE LIBERTARIAN,52648
1980,NEW YORK,NY,ELLEN MCCORMACK,RIGHT-TO-LIFE,24159
1980,NEW YORK,NY,BARRY COMMONER,CITIZENS,23186
1980,NEW YORK,NY,GUS HALL,COMMUNIST PARTY USE,7414
1980,NEW YORK,NY,CLIFTON DEBERRY,SOCIALIST WORKERS,2068
1980,NEW YORK,NY,DEIRDRE GRISWOLD,WORKERS WORLD,1416
1980,NEW YORK,NY,,,1064
1980,NORTH CAROLINA,NC,RONALD REAGAN,REPUBLICAN,915018
1980,NORTH CAROLINA,NC,JIMMY CARTER,DEMOCRAT,875635
1980,NORTH CAROLINA,NC,JOHN B. ANDERSON,INDEPENDENT,52800
1980,NORTH CAROLINA,NC,EDWARD ED CLARK,LIBERTARIAN,9677
1980,NORTH CAROLINA,NC,BARRY COMMONER,CITIZENS,2287
1980,NORTH CAROLINA,NC,CLIFTON DEBERRY,SOCIALIST WORKERS,416
1980,NORTH DAKOTA,ND,RONALD REAGAN,REPUBLICAN,193695
1980,NORTH DAKOTA,ND,JIMMY CARTER,DEMOCRAT,79189
1980,NORTH DAKOTA,ND,JOHN B. ANDERSON,INDEPENDENT,23640
1980,NORTH DAKOTA,ND,EDWARD ED CLARK,LIBERTARIAN,3743
1980,NORTH DAKOTA,ND,HARLEY MCLAIN,NATURAL PEOPLE'S LEAGUE,296
1980,NORTH DAKOTA,ND,PERCY L GREAVES JR.,AMERICAN,235
1980,NORTH DAKOTA,ND,GUS HALL,COMMUNIST PARTY USE,93
1980,NORTH DAKOTA,ND,CLIFTON DEBERRY,SOCIALIST WORKERS,89
1980,NORTH DAKOTA,ND,DAVID MCREYNOLDS,SOCIALIST,82
1980,NORTH DAKOTA,ND,BENJAMIN BEN BUBAR,STATESMAN,54
1980,OHIO,OH,RONALD REAGAN,REPUBLICAN,2206545
1980,OHIO,OH,JIMMY CARTER,DEMOCRAT,1752414
1980,OHIO,OH,JOHN B. ANDERSON,INDEPENDENT,254472
1980,OHIO,OH,EDWARD ED CLARK,LIBERTARIAN,49033
1980,OHIO,OH,BARRY COMMONER,CITIZENS,8564
1980,OHIO,OH,GUS HALL,COMMUNIST PARTY USE,4729
1980,OHIO,OH,RICHARD CONGRESS,SOCIALIST WORKERS,4029
1980,OHIO,OH,DEIRDRE GRISWOLD,WORKERS WORLD,3790
1980,OHIO,OH,BENJAMIN BEN BUBAR,STATESMAN,27
1980,OKLAHOMA,OK,RONALD REAGAN,REPUBLICAN,695570
1980,OKLAHOMA,OK,JIMMY CARTER,DEMOCRAT,402026
1980,OKLAHOMA,OK,JOHN B. ANDERSON,INDEPENDENT,38284
1980,OKLAHOMA,OK,EDWARD ED CLARK,LIBERTARIAN,13828
1980,OREGON,OR,RONALD REAGAN,REPUBLICAN,571044
1980,OREGON,OR,JIMMY CARTER,DEMOCRAT,456890
1980,OREGON,OR,JOHN B. ANDERSON,INDEPENDENT,112389
1980,OREGON,OR,EDWARD ED CLARK,LIBERTARIAN,25838
1980,OREGON,OR,BARRY COMMONER,CITIZENS,13642
1980,OREGON,OR,,,1713
1980,PENNSYLVANIA,PA,RONALD REAGAN,REPUBLICAN,2261872
1980,PENNSYLVANIA,PA,JIMMY CARTER,DEMOCRAT,1937540
1980,PENNSYLVANIA,PA,JOHN B. ANDERSON,INDEPENDENT,292921
1980,PENNSYLVANIA,PA,EDWARD ED CLARK,LIBERTARIAN,33263
1980,PENNSYLVANIA,PA,CLIFTON DEBERRY,SOCIALIST WORKERS,20291
1980,PENNSYLVANIA,PA,BARRY COMMONER,CITIZENS,10430
1980,PENNSYLVANIA,PA,GUS HALL,COMMUNIST PARTY USE,5184
1980,RHODE ISLAND,RI,JIMMY CARTER,DEMOCRAT,198342
1980,RHODE ISLAND,RI,RONALD REAGAN,REPUBLICAN,154793
1980,RHODE ISLAND,RI,JOHN B. ANDERSON,INDEPENDENT,59819
1980,RHODE ISLAND,RI,EDWARD ED CLARK,LIBERTARIAN,2458
1980,RHODE ISLAND,RI,GUS HALL,COMMUNIST PARTY USE,218
1980,RHODE ISLAND,RI,DAVID MCREYNOLDS,SOCIALIST,170
1980,RHODE ISLAND,RI,CLIFTON DEBERRY,SOCIALIST WORKERS,90
1980,RHODE ISLAND,RI,DEIRDRE GRISWOLD,WORKERS WORLD,77
1980,SOUTH CAROLINA,SC,RONALD REAGAN,REPUBLICAN,439277
1980,SOUTH CAROLINA,SC,JIMMY CARTER,DEMOCRAT,428220
1980,SOUTH CAROLINA,SC,JOHN B. ANDERSON,INDEPENDENT,13868
1980,SOUTH CAROLINA,SC,EDWARD ED CLARK,LIBERTARIAN,4807
1980,SOUTH CAROLINA,SC,JOHN RARICK,AMERICAN INDEPENDENT PARTY,2086
1980,SOUTH DAKOTA,SD,RONALD REAGAN,REPUBLICAN,198343
1980,SOUTH DAKOTA,SD,JIMMY CARTER,DEMOCRAT,103855
1980,SOUTH DAKOTA,SD,JOHN B. ANDERSON,INDEPENDENT,21431
1980,SOUTH DAKOTA,SD,EDWARD ED CLARK,LIBERTARIAN,3824
1980,SOUTH DAKOTA,SD,ANDREW PULLEY,SOCIALIST WORKERS,250
1980,TENNESSEE,TN,RONALD REAGAN,REPUBLICAN,787761
1980,TENNESSEE,TN,JIMMY CARTER,DEMOCRAT,783051
1980,TENNESSEE,TN,JOHN B. ANDERSON,INDEPENDENT,35991
1980,TENNESSEE,TN,EDWARD ED CLARK,LIBERTARIAN,7116
1980,TENNESSEE,TN,BARRY COMMONER,CITIZENS,1112
1980,TENNESSEE,TN,BENJAMIN BEN BUBAR,STATESMAN,521
1980,TENNESSEE,TN,DAVID MCREYNOLDS,SOCIALIST,519
1980,TENNESSEE,TN,GUS HALL,COMMUNIST PARTY USE,503
1980,TENNESSEE,TN,CLIFTON DEBERRY,SOCIALIST WORKERS,490
1980,TENNESSEE,TN,DEIRDRE GRISWOLD,WORKERS WORLD,400
1980,TENNESSEE,TN,,,152
1980,TEXAS,TX,RONALD REAGAN,REPUBLICAN,2510705
1980,TEXAS,TX,JIMMY CARTER,DEMOCRAT,1881147
1980,TEXAS,TX,JOHN B. ANDERSON,INDEPENDENT,111613
1980,TEXAS,TX,EDWARD ED CLARK,LIBERTARIAN,37643
1980,TEXAS,TX,,,528
1980,UTAH,UT,RONALD REAGAN,REPUBLICAN,439687
1980,UTAH,UT,JIMMY CARTER,DEMOCRAT,124266
1980,UTAH,UT,JOHN B. ANDERSON,INDEPENDENT,30284
1980,UTAH,UT,EDWARD ED CLARK,LIBERTARIAN,7156
1980,UTAH,UT,BARRY COMMONER,CITIZENS,1009
1980,UTAH,UT,PERCY L GREAVES JR.,AMERICAN,965
1980,UTAH,UT,JOHN RARICK,AMERICAN INDEPENDENT PARTY,522
1980,UTAH,UT,GUS HALL,COMMUNIST PARTY USE,139
1980,UTAH,UT,CLIFTON DEBERRY,SOCIALIST WORKERS,124
1980,VERMONT,VT,RONALD REAGAN,REPUBLICAN,94628
1980,VERMONT,VT,JIMMY CARTER,DEMOCRAT,81952
1980,VERMONT,VT,JOHN B. ANDERSON,INDEPENDENT,31761
1980,VERMONT,VT,BARRY COMMONER,CITIZENS,2316
1980,VERMONT,VT,EDWARD ED CLARK,LIBERTARIAN,1900
1980,VERMONT,VT,,,413
1980,VERMONT,VT,DAVID MCREYNOLDS,SOCIALIST,136
1980,VERMONT,VT,GUS HALL,COMMUNIST PARTY USE,118
1980,VERMONT,VT,CLIFTON DEBERRY,SOCIALIST WORKERS,75
1980,VIRGINIA,VA,RONALD REAGAN,REPUBLICAN,989609
1980,VIRGINIA,VA,JIMMY CARTER,DEMOCRAT,752174
1980,VIRGINIA,VA,JOHN B. ANDERSON,INDEPENDENT,95418
1980,VIRGINIA,VA,BARRY COMMONER,CITIZENS,14024
1980,VIRGINIA,VA,EDWARD ED CLARK,LIBERTARIAN,12821
1980,VIRGINIA,VA,CLIFTON DEBERRY,SOCIALIST WORKERS,1986
1980,WASHINGTON,WA,RONALD REAGAN,REPUBLICAN,865244
1980,WASHINGTON,WA,JIMMY CARTER,DEMOCRAT,650193
1980,WASHINGTON,WA,JOHN B. ANDERSON,INDEPENDENT,185073
1980,WASHINGTON,WA,EDWARD ED CLARK,LIBERTARIAN,29213
1980,WASHINGTON,WA,BARRY COMMONER,CITIZENS,9403
1980,WASHINGTON,WA,CLIFTON DEBERRY,SOCIALIST WORKERS,1137
1980,WASHINGTON,WA,DAVID MCREYNOLDS,SOCIALIST,956
1980,WASHINGTON,WA,GUS HALL,COMMUNIST PARTY USE,834
1980,WASHINGTON,WA,DEIRDRE GRISWOLD,WORKERS WORLD,341
1980,WEST VIRGINIA,WV,JIMMY CARTER,DEMOCRAT,367462
1980,WEST VIRGINIA,WV,RONALD REAGAN,REPUBLICAN,334206
1980,WEST VIRGINIA,WV,JOHN B. ANDERSON,INDEPENDENT,31691
1980,WEST VIRGINIA,WV,EDWARD ED CLARK,LIBERTARIAN,4356
1980,WISCONSIN,WI,RONALD REAGAN,REPUBLICAN,1088845
1980,WISCONSIN,WI,JIMMY CARTER,DEMOCRAT,981584
1980,WISCONSIN,WI,JOHN B. ANDERSON,INDEPENDENT,160657
1980,WISCONSIN,WI,EDWARD ED CLARK,LIBERTARIAN,29135
1980,WISCONSIN,WI,BARRY COMMONER,CITIZENS,7767
1980,WISCONSIN,WI,JOHN RARICK,AMERICAN INDEPENDENT PARTY,1519
1980,WISCONSIN,WI,,,1337
1980,WISCONSIN,WI,DAVID MCREYNOLDS,SOCIALIST,808
1980,WISCONSIN,WI,GUS HALL,COMMUNIST PARTY USE,772
1980,WISCONSIN,WI,DEIRDRE GRISWOLD,WORKERS WORLD,414
1980,WISCONSIN,WI,CLIFTON DEBERRY,SOCIALIST WORKERS,383
1980,WYOMING,WY,RONALD REAGAN,REPUBLICAN,110700
1980,WYOMING,WY,JIMMY CARTER,DEMOCRAT,49427
1980,WYOMING,WY,JOHN B. ANDERSON,INDEPENDENT,12072
1980,WYOMING,WY,EDWARD ED CLARK,LIBERTARIAN,4514
1984,ALABAMA,AL,RONALD REAGAN,REPUBLICAN,872849
1984,ALABAMA,AL,WALTER MONDALE,DEMOCRAT,551899
1984,ALABAMA,AL,DAVID BERGLAND,LIBERTARIAN,9504
1984,ALABAMA,AL,GUS HALL,COMMUNIST PARTY USE,4671
1984,ALABAMA,AL,BOB RICHARDS,POPULIST,1401
1984,ALABAMA,AL,MELVIN MASON,SOCIALIST WORKERS,730
1984,ALABAMA,AL,DENNIS SERRETTE,ALLIANCE,659
1984,ALASKA,AK,RONALD REAGAN,REPUBLICAN,138377
1984,ALASKA,AK,WALTER MONDALE,DEMOCRAT,62007
1984,ALASKA,AK,DAVID BERGLAND,LIBERTARIAN,6378
1984,ALASKA,AK,OTHER,,843
1984,ARIZONA,AZ,RONALD REAGAN,REPUBLICAN,681416
1984,ARIZONA,AZ,WALTER MONDALE,DEMOCRAT,333854
1984,ARIZONA,AZ,DAVID BERGLAND,LIBERTARIAN,10585
1984,ARIZONA,AZ,OTHER,,42
1984,ARKANSAS,AR,RONALD REAGAN,REPUBLICAN,534774
1984,ARKANSAS,AR,WALTER MONDALE,DEMOCRAT,338646
1984,ARKANSAS,AR,DAVID BERGLAND,LIBERTARIAN,2221
1984,ARKANSAS,AR,LYNDON LAROUCHE JR.,INDEPENDENT,1890
1984,ARKANSAS,AR,GUS HALL,COMMUNIST PARTY USE,1499
1984,ARKANSAS,AR,BOB RICHARDS,POPULIST,1461
1984,ARKANSAS,AR,DENNIS SERRETTE,ALLIANCE,1291
1984,ARKANSAS,AR,SONIA JOHNSON,CITIZENS,960
1984,ARKANSAS,AR,EARL DODGE,PROHIBITION,842
1984,ARKANSAS,AR,ARTHUR LOWERY,UNITED SOVEREIGN CITIZENS,822
1984,CALIFORNIA,CA,RONALD REAGAN,REPUBLICAN,5467009
1984,CALIFORNIA,CA,WALTER MONDALE,DEMOCRAT,3922519
1984,CALIFORNIA,CA,DAVID BERGLAND,LIBERTARIAN,49951
1984,CALIFORNIA,CA,BOB RICHARDS,POPULIST,39265
1984,CALIFORNIA,CA,SONIA JOHNSON,CITIZENS,26297
1984,COLORADO,CO,RONALD REAGAN,REPUBLICAN,821817
1984,COLORADO,CO,WALTER MONDALE,DEMOCRAT,454975
1984,COLORADO,CO,DAVID BERGLAND,LIBERTARIAN,11257
1984,COLORADO,CO,LYNDON LAROUCHE JR.,INDEPENDENT,4662
1984,COLORADO,CO,DENNIS SERRETTE,ALLIANCE,978
1984,COLORADO,CO,EARL DODGE,PROHIBITION,858
1984,COLORADO,CO,MELVIN MASON,SOCIALIST WORKERS,810
1984,COLORADO,CO,OTHER,,23
1984,CONNECTICUT,CT,RONALD REAGAN,REPUBLICAN,890877
1984,CONNECTICUT,CT,WALTER MONDALE,DEMOCRAT,569597
1984,CONNECTICUT,CT,GUS HALL,COMMUNIST PARTY USE,4826
1984,CONNECTICUT,CT,DENNIS SERRETTE,ALLIANCE,1374
1984,CONNECTICUT,CT,OTHER,,226
1984,DELAWARE,DE,RONALD REAGAN,REPUBLICAN,152190
1984,DELAWARE,DE,WALTER MONDALE,DEMOCRAT,101656
1984,DELAWARE,DE,DELMAR DENNIS,AMERICAN,269
1984,DELAWARE,DE,DAVID BERGLAND,LIBERTARIAN,268
1984,DELAWARE,DE,SONIA JOHNSON,CITIZENS,121
1984,DELAWARE,DE,DENNIS SERRETTE,ALLIANCE,68
1984,DISTRICT OF COLUMBIA,DC,WALTER MONDALE,DEMOCRAT,180408
1984,DISTRICT OF COLUMBIA,DC,RONALD REAGAN,REPUBLICAN,29009
1984,DISTRICT OF COLUMBIA,DC,OTHER,,809
1984,DISTRICT OF COLUMBIA,DC,DAVID BERGLAND,LIBERTARIAN,279
1984,DISTRICT OF COLUMBIA,DC,GUS HALL,COMMUNIST PARTY USE,257
1984,DISTRICT OF COLUMBIA,DC,DENNIS SERRETTE,ALLIANCE,165
1984,DISTRICT OF COLUMBIA,DC,LYNDON LAROUCHE JR.,INDEPENDENT,127
